rect_x (nm);rect_y (nm);span_x (nm);span_y (nm)
85.69813731622699;37.26005970270738;87.82280294400002;44.608
48.79249754946684;48.79249754946684;51.57898137599975;52.275008921600005
90.19194615515198;60.6208162682169;104.54973235199986;66.21497323519999
89.77842998642114;51.69061120430309;96.18626764800013;59.24513382399997
85.1942628985582;57.22002731992715;89.91259852799996;59.94201784319998
98.7384223859516;70.52744456139399;110.8231873536;73.88084019200006
76.85586802808885;59.03421747085085;78.761312256;62.7299821568
92.38052953324268;64.38642967468427;98.974089216;64.82077696000007
67.27313953711088;67.27313953711088;73.1835279359999;69.69982156799998
88.41642473207472;58.944283154716494;90.60848332800002;59.94173235199996
91.07748121947331;66.23816815961698;97.57803724800004;66.91199999999999
89.12690582953623;63.46916021194248;95.48824166399984;68.306624512
103.15490285345842;63.47994021751287;112.21774049279998;68.30662451199991
93.1486776043226;62.099118402881736;104.5493041152;68.306624512
89.77842998642114;59.85228665761411;96.18626764800013;62.03295539200003
91.47258659217412;65.74592161312513;101.06388479999994;74.578866176
88.41642473207472;51.25589839540564;90.60848332800002;57.15405352959999
81.10350514430483;57.2495330430387;84.3365271552;59.94173235199996
87.77649816545278;60.76834488377501;95.48824166400033;67.60859852800006
93.12086761242446;65.3235936982679;98.2782044160001;67.61002598400009
87.7764981654525;63.46916021194258;95.488241664;78.7598848
83.21210451477329;59.6146420404346;87.8206617599999;64.82220441600003
94.50867220594456;52.81366976214549;98.27606323199996;54.36608921600008
89.81803742261772;56.79670013489062;93.39844608000011;57.1539107839999
86.16967171718474;61.1526702509053;98.27606323199996;69.69982156799998
90.45775202283804;62.92713184197428;92.70042009599986;65.51880294400003
102.8272027964868;80.33375218475531;113.60908185600024;96.18626764799994
103.89405997697357;74.86483733634857;108.0355799039998;86.42675097599998
94.11489919348293;68.30920102752795;107.33755392000018;76.67008921599992
79.25120949054478;62.08011410092675;93.3984460799998;65.51737548799998
72.64600332464939;48.79209178521226;76.66937548800006;50.88024166400002
96.57964451202648;50.38937974540512;98.9740892160001;56.45588479999999
102.1394021040028;58.807534544728895;109.42949068799985;65.51737548799998
81.2827560459173;62.928585325871445;92.70256127999994;73.88226764799994
93.78023452617036;54.58849472418871;98.97408921599975;60.63833088000003
85.85350868864633;59.43704447675515;93.396304896;67.60859852800006
89.81803742261756;56.79670013489053;93.39844607999996;57.15391078399998
88.49718393110834;47.55072569432688;93.3984460799998;52.97289215999996
86.4260905013686;58.067529555607045;95.488241664;65.51737548800003
91.47452457070357;57.17157785668972;101.06602598399996;62.73098137600005
77.00230653072394;59.89068285722974;86.42675097600014;71.09444607999997
84.18033675665784;49.30562581461387;85.03498137599989;51.57684019200007
57.96009287087806;52.78508457883537;73.18566911999989;69.69982156800005
85.1255494473218;53.82939156227701;88.51890186239999;57.15391078400006
69.03963724766037;59.902038200175895;71.79175833599997;64.82091970559999
89.69994185597642;60.22710381758418;90.61062451199992;62.03295539199994
82.97776051727715;57.723659490279765;85.03498137600005;60.638330879999934
79.57624482703885;61.12378225845013;81.54913382400012;62.72955392000001
87.7764981654525;55.36671422743926;95.488241664;59.94173235200002
83.92470527625188;57.22138996108082;89.9147397120002;65.51737548800003
89.69994185597648;58.94567607678455;90.610624512;62.73098137600005
83.48932628723458;51.28630043358695;84.3369553919998;51.57826764799995
88.18141455445888;62.98672468175636;98.974089216;71.09301862400002
87.13502727218928;48.69310347563518;90.60848332799968;54.366089216
85.69813731622699;59.61609552433182;87.82280294400002;64.82077696000003
81.28275604591721;60.30656093729342;92.70256127999984;65.51737548800006
88.4971839311085;52.83413966036328;93.39844607999996;55.062687744
83.21210451477336;53.40478349455604;87.82066175999996;59.94173235200002
72.69569430538208;59.142259773870165;87.12477695999992;67.60902676479998
77.96972118791638;61.261923790505726;78.76131225600015;62.73098137600005
84.53462345658124;64.72182108394502;93.39844607999996;68.30519705599995
90.9808245403148;61.58701968882848;98.9740892160001;68.30519705600003
88.41642473207472;61.50707807448676;90.60848332800002;68.306624512
91.13889091412682;55.47584664338154;93.39844608000011;57.15391078400006
75.46562884904093;59.85205046648073;92.0038929408;65.51808921599999
87.05769890077126;54.2533485903357;89.2160713728;60.63975833599998
55.29814612459254;55.29814612459254;57.85050931200004;59.244991078399984
85.12534353710286;46.31820163048244;88.51868774399982;49.48704460800004
85.07568283728465;55.36671422743921;95.48824166399991;62.72955392000001
76.1754679911147;68.0138107063524;96.1860535296;80.15593676799999
86.6524100565163;73.43424581060702;103.85170636800008;89.216
82.5547664223003;62.84019533637784;87.12691814400006;71.0944460799999
85.69730156298613;53.405564742150766;87.82194647040001;57.1539107839999
87.73779310050874;47.047802097374245;89.91302676480001;53.669490688000025
92.45974440563587;33.0213372877271;93.39844608000011;34.84991078399999
86.52480628271472;58.99418610185096;92.70042009599996;68.30605352959999
91.1387092286398;54.41116968874018;96.18626764800028;57.15391078399998
96.10617213253914;60.62081626821699;104.54973235200004;62.73098137600005
79.48812736577563;47.19607562342927;87.82280294399987;54.36608921600008
91.13870922863951;59.852286657614;96.18626764799994;65.51880294400003
90.66523684915217;54.68696825821876;101.7619107839999;59.24513382399997
89.58111954738673;58.78760970297254;98.97408921599992;65.51880294399994
91.82772115770416;58.067529555607045;95.488241664;62.03295539199994
85.69813731622685;49.68007960360976;87.82280294399987;53.66891970559999
93.78023452617036;54.58849472418871;98.97408921599975;60.63975833600006
89.22610610551489;70.5174064382295;101.76191078399998;75.97349068800003
85.69813731622685;63.342101494602446;87.82280294399987;65.51880294400003
86.24912883689407;51.74947730213644;87.12477695999999;52.27486617599993
86.94013930631725;62.10009950451231;87.82280294400002;64.12417843200002
98.02719334990122;46.75143067456828;106.63952793599996;57.15391078400006
88.41815074420249;59.852286657614;96.18626764799994;62.72955392000001
82.89703159915777;67.17518077862786;101.06388479999994;81.54913382399997
89.81803742261756;58.11755362639962;93.39844607999996;59.24513382399997
57.72299331016021;57.72299331016021;56.4587397120002;66.91199999999999
52.78472120786114;52.78472120786114;45.30492684287998;59.24513382399997
44.49473037925741;40.8476213317773;51.57791078399999;46.699223040000064
89.1289043698949;64.82102135992358;95.49038284799998;73.18424166400001
87.83578819608942;65.54909566872345;92.7004200960002;75.97349068800003
87.13708637437715;66.63424252158252;90.610624512;68.306624512
89.69782219195987;60.22568061460162;90.60848332800002;65.51737548799998
85.79661085025703;59.30059867591295;89.21671372800009;62.72955392000001
85.69568456215055;61.21120325867896;96.18412646399996;68.305197056
89.69994185597655;65.35281478078292;90.61062451200009;66.2139740159999
89.69994185597648;56.38282059518522;90.610624512;65.51880294400003
85.6960479331248;55.88872691290749;87.82066175999996;62.730981376
89.14677010946326;56.37222227510177;92.70042009599956;60.6383308800001
85.69813731622699;54.64808756397083;87.82280294400002;57.15391078399998
89.14882921165113;58.995548743004434;92.70256127999984;59.94173235199996
54.64790587848372;54.64790587848372;48.78991792127999;61.33635686400004
99.813676464036;68.72417068015594;115.7031598079999;85.03355392
85.12740263929044;65.09742554769268;88.5208289279998;70.39784755199999
91.07984313080571;57.25018711079216;92.0045352959996;65.51880294400003
92.4990793136018;61.666052875734536;94.7923568640002;62.72955391999985
88.4971839311085;48.87157918583603;93.39844607999996;50.88166912000005
86.46581906122314;61.03469580792223;89.91259852799989;69.00322304000007
80.5715936278789;62.53317714402541;85.03391078399999;64.82077696000007
100.6109123816071;68.21078805532684;120.58077695999992;80.85253529600006
82.64160602897034;64.56375471013308;91.3069375488;65.51737548799998
84.33794891675198;62.336744851512336;86.42889215999996;68.306624512
91.13680153102442;48.8704587919986;93.39630489599983;50.88024166400002
86.4260905013686;58.067529555607045;95.488241664;63.42615244799992
87.05748996246103;56.776623888561545;89.21585725439999;59.94173235199988
85.85565863357749;60.22710381758421;90.610624512;65.51737548799998
87.13708637437715;42.28711544638891;90.610624512;46.002624512
94.50867220594456;58.3730034213187;98.27606323199996;59.94315980800008
83.21413333604664;60.85809751442216;87.82280294400017;65.51737548799998
90.33917196156452;65.3221704952851;98.2760632319998;71.09444607999997
84.45613532613689;63.342101494602666;87.82280294400017;65.51737548799998
87.17633043959927;58.11755362639951;93.3984460799998;64.12417843200002
82.79831581781183;57.95882107246826;83.63892940800015;60.6383308800001
92.45762474161896;58.116221266160494;93.39630489599983;59.94173235200002
86.52680482307316;51.1294755772705;92.70256127999984;57.15533823999997
87.83578819608911;56.372222275101954;92.70042009599986;59.94173235199996
84.45531168526166;67.06745339711955;87.82194647039998;78.06328627199997
85.07568283728472;59.417937219690906;95.488241664;73.18424166400001
91.15645384455016;65.68626821151408;94.79021567999992;71.09301862399997
92.45974440563576;55.475846643381445;93.39844607999996;59.94173235200002
91.15851294673784;64.34718560946202;94.79235686400004;68.30519705599995
54.1547175955502;46.071923924572566;57.15398215679998;48.09384755199999
80.08867360306029;59.14240512225991;87.12499107839996;65.51737548799998
87.17633043959971;56.79670013489073;93.39844608000028;59.94173235199988
85.22375650930393;68.43725901504709;91.30650931199996;70.39784755199999
89.00935531935667;61.03498650470171;89.91302676479998;62.72955392000001
83.27318111936711;56.77716894502303;89.21671372800009;62.72955392000001
87.05832571570183;55.51545407957798;89.21671372799993;59.94315980799999
93.54349833642684;56.1260990018561;101.7619107839999;62.72955392000001
90.0452351242864;57.17157785668978;101.066025984;65.51880294399994
87.7764981654525;59.417937219690906;95.488241664;62.72955392000001
83.29280315197825;53.81996511358593;90.61062451200009;54.36608921599996
93.85717832997445;59.850954297374976;96.18412646399996;59.94173235200002
86.37718682441322;62.592164365516815;88.51868774399982;67.610025984
91.13889091412666;55.475846643381445;93.39844607999996;57.1539107839999
83.90323005167173;56.37248269096694;92.7008483328;62.72955392000001
95.21954695529502;55.7714489309585;96.18626764799994;62.730981376
84.9087138746028;59.00436048913078;101.7619107839999;68.306624512
88.41851411517682;58.94567607678455;90.610624512;67.60859852799989
84.45613532613689;54.64808756397093;87.82280294400017;62.72955392000001
89.14677010946357;62.92713184197428;92.70042009599986;71.09301862399992
87.13708637437715;58.94567607678455;90.610624512;62.72955392000001
80.93601534989321;58.64928648542987;82.94261637119997;62.72955392000001
93.12086761242416;58.374275219728574;98.27820441599982;68.306624512
93.8592677130765;48.970052719866;96.18626764799994;51.57826764799995
87.77846642489651;56.71839368993312;95.49038284799998;62.72955391999985
88.41815074420249;63.9331243842695;96.18626764799994;65.51737548799998
86.52480628271496;56.37222227510215;92.7004200960002;57.1539107839999
95.17993951909826;55.98819971711662;98.97408921599975;59.94173235200002
100.60052602792562;68.66385109842541;112.91319705599996;71.0944460799999
87.18665623145172;67.17660398161033;101.0660259839998;67.60859852799989
84.33543560084655;63.9317011812869;96.18412646399996;71.0938750976
84.45613532613659;67.06810746487317;87.82280294399987;73.88226764799994
91.73100391671647;37.526319784111294;98.27820441599994;37.63801784319999
82.3752369362741;59.4182036917387;95.48866990079996;67.61002598400009
91.13870922863966;54.41116968874009;96.18626764800013;57.851936768
91.13870922863951;42.168656508773495;96.18626764799994;46.00119705600004
92.46016833843905;52.834381907679465;93.39887431679998;57.153910784
91.77085360022912;55.06251216013747;92.70256127999984;65.51737548799998
89.58111954738673;54.588494724188784;98.97408921599992;59.94173235199996
86.9395034071121;64.85962952594076;97.58017843199984;75.27532195839999
81.41953493681939;62.09964529079445;97.580178432;76.66980372479999
89.14882921165113;56.37352435442646;92.70256127999984;59.94173235200002
92.46008052378696;53.82004687205511;97.5808207872;59.94315980799999
87.057871501984;59.852286657614;96.18626764799994;68.306624512
94.98262908006386;60.44349123276792;101.76191078399955;65.51737548799998
88.47550279630973;62.45329609151275;92.00239411199992;62.73098137599997
87.05623633259988;58.03749088839992;89.2145725440001;64.82106245119999
