rect_x (nm);rect_y (nm);span_x (nm);span_y (nm)
57.697206628093525;57.697206628093525;58.86475778078493;60.89266576454678
78.9397115582763;40.66591201486961;84.57394749661707;44.65415967523685
69.23664795371191;43.40207782172985;73.07119891745579;44.65415967523681
68.31919590801934;44.2065385287184;71.04259810554808;44.65554533152908
59.93790757030991;59.93790757030991;73.0732774018942;66.98262516914757
75.64865951383544;42.90520987351861;79.83832855209742;47.36173207036536
55.11414153767949;52.35843446079551;64.95263870094722;59.54026522327474
80.83472092785738;52.66504545299798;86.60421109607587;60.21646549391068
54.25259727716249;54.25259727716249;47.36034641407316;60.8926657645467
47.89041673944492;47.89041673944492;17.59133618403247;52.09790527740192
81.4652267070484;33.32668365288344;87.27971853856569;36.53559945872801
54.25259727716248;54.25259727716248;53.450305818673726;60.89266576454668
85.26372273603405;35.632600546402294;89.98590527740193;43.301759133964815
74.3649967781369;35.517610401498224;78.48357239512889;37.88938565629233
55.30496874133973;30.092409462199555;57.50958592692847;38.56558592692824
63.43843450448681;37.08708478723844;69.01191880920197;39.24178619756414
69.32388996549007;36.16898606895134;71.04259810554794;36.53559945872789
67.3430142331039;67.3430142331039;38.56565520974287;69.01261163734775
64.29985530932646;40.18740956832904;71.04197456021652;46.68414614343703
66.021979700311;32.53256970739962;67.65882543978331;35.18319891745603
67.34287901974334;67.34287901974334;50.06861163734782;69.01247307171853
79.6098642463239;41.04883625201076;87.95730446549392;45.33174560216508
71.57185323689933;36.838453871933474;74.42491583220568;46.6852546684709
59.53512852491794;59.53512852491794;62.924037889039056;69.01261163734775
76.41342040239151;42.83782658921949;81.8673450608932;52.774105548037895
41.85200361381107;41.85200361381107;54.80339918809204;52.09790527740192
75.78097460541824;36.74229071777854;81.18975913396483;41.94935859269284
72.26178234864116;45.16361396790073;79.8387442489852;54.127891745602255
77.69683034789415;31.078732139157665;78.48565087956669;33.829412719891735
84.39224323293588;30.140086868905676;85.24903924221925;33.829412719891735
77.57119949939772;37.04893110418996;81.86734506089351;41.94935859269286
58.46380759412156;54.86603481909869;60.89335859269294;63.600238159675264
68.83571094540605;39.6326820594762;73.74878484438433;50.06791880920158
59.40169841301388;39.910516121243695;65.63022462787545;43.9779594046008
63.22758984461999;63.22758984461999;52.09721244925584;75.77738565629234
51.05727041316504;48.41637711593237;62.246451962110825;59.54026522327474
64.74835802634503;41.55491634526621;68.33433288227313;53.4516914749662
75.87723084123445;75.87723084123445;46.6848389715835;82.5435453315291
72.14514612804284;33.29775975140439;78.48357239512843;43.30175913396484
66.36636225084744;40.0150125335992;69.01191880920166;47.36131637347766
78.72897859640322;40.52226839520754;81.86734506089304;44.6555453315291
76.77814374543108;40.64725257111057;79.83874424898504;44.6555453315291
81.4652267070484;48.13854305416496;87.27971853856569;50.06764167794315
83.28225911947118;42.8658686644337;86.60213261163715;55.48029228687422
54.50090779559111;34.91464405655055;60.21556481732069;39.24317185385654
63.62088435863285;42.76157801154012;73.74878484438433;47.36173207036534
47.76441356430279;44.03281875459164;52.77271989174565;46.68414614343711
73.67629046548187;33.68058992707743;74.42429228687429;34.50561299052779
58.14708009505016;52.23381771250269;69.68846549391067;55.48029228687422
85.26372273603423;36.90519342305958;89.98590527740208;39.242201894451966
123.62416464935892;36.360048426282034;128.5521840324764;39.24178619756429
61.40173916955071;32.03569000150472;62.924037889039056;35.18181326116377
68.83571094540605;68.83571094540605;58.1871718538567;73.74878484438433
76.12653292430754;40.30228213639811;79.16115832205712;41.94852719891746
79.88675769340931;32.4178147161661;81.8673450608932;33.15182679296358
66.74921594188741;36.50347746821968;73.7481612990528;41.272049797023
66.74846345014159;66.74846345014159;73.74732990527738;73.07119891745602
63.78390464074914;30.92552952278746;68.33641136671184;33.829412719891806
71.03710203236062;48.83800764724793;78.48565087956699;55.48167794316647
69.81054048671567;41.45000841398743;77.13047902571043;47.36173207036534
78.90075835274787;38.17778629971672;89.98590527740186;41.94797293640053
80.03020143245129;34.130527081486576;83.22043843031125;37.21179972936399
70.99730227361822;37.52714548748392;71.7181055480379;38.56558592692824
80.2022751308841;40.10113756544205;85.92662516914748;48.71413261163745
73.08290957203043;37.08684963356768;77.13047902571039;44.6555453315291
57.6019497953771;18.103469935689944;58.18675615696886;23.003280108254405
50.03288223578479;50.03288223578479;56.15649255751012;50.06791880920158
69.1991409432576;44.3306996667744;76.4549715832205;44.6555453315291
58.09982890437186;35.365113246139394;59.540265223274666;36.53559945872801
81.4652267070484;33.32668365288344;87.27971853856569;36.53559945872797
70.64222023107158;34.80920996893383;72.39361299052787;35.85939918809199
62.81748184316203;47.35471708176831;68.33641136671184;56.83269282814617
71.99211987692564;35.99605993846282;77.13047902571054;39.2419247631935
84.39430082755328;30.14082172412617;85.25111772665767;31.79914912043302
72.44153773364555;72.44153773364555;46.6848389715832;76.45358592692824
61.39971096914228;39.15343887887334;62.9219594046008;41.94797293640053
53.6501335731859;53.6501335731859;43.30106630581857;60.2164654939108
48.22425656708424;48.22425656708424;50.06861163734752;54.12650608930978
81.04453679041524;35.89115200718389;81.8673450608932;39.243171853856616
76.54759908681339;50.23436190072128;84.57394749661707;54.12650608930989
67.16950021843883;35.134815498875696;73.07078322056829;36.5369851150203
71.5906537728607;33.32668365288344;87.27971853856569;37.213185385656274
51.05658846752052;44.01430040303494;62.24562056833559;47.36173207036534
59.420187370361866;47.36391746912903;60.89335859269294;52.774105548037824
41.526868391210215;41.526868391210215;44.654159675236926;47.36117780784845
77.24604076142943;43.66080564776446;79.1611583220568;48.037932341001394
26.94472277224382;26.94472277224382;27.739453315291254;29.76999404600812
54.5398962741702;54.5398962741702;63.5995453315291;67.65882543978361
92.23064992794656;45.38333567883085;103.51891745602154;46.68414614343708
83.28425792567123;37.96782346611482;86.60421109607587;38.56558592692824
56.836642174537154;56.836642174537154;65.62814614343719;66.98262516914757
77.57119949939772;31.26003561916028;81.86734506089351;32.475626522327374
81.98103628342314;37.3737077174429;85.24903924221896;41.94935859269286
64.68225045070909;41.79468490661202;70.36501217862;43.301759133964815
70.328584022961;45.21123258618921;71.04259810554801;48.037932341001394
79.9627123290006;34.08246755006582;92.69209201623848;39.243171853856616
48.05353500225708;33.81545055714387;62.924037889039056;40.5955723951285
44.70365338828381;37.02021296217253;49.39102571041948;40.59557239512857
78.56639922741921;62.62539068852256;80.51425169147485;68.33641136671184
83.34157663287033;44.78054863855719;87.95730446549392;55.48029228687406
72.62377203026047;41.04821897362549;74.42429228687406;41.27177266576455
78.79543890254558;40.04358370457236;91.33899864682012;51.42170500676602
69.32388996549021;39.18306824136403;71.04259810554808;44.6555453315291
82.38403088634706;35.307441808434454;83.2204384303114;36.5369851150203
79.38058941752692;39.69029470876346;82.54493098782112;42.62417320703655
91.1108187545276;35.65205951264123;93.36967794316656;39.24317185385658
63.15169399744644;62.099165764155664;71.7181055480379;74.42498511502026
85.23509277664324;26.322602181022173;88.63281190798372;28.41703924221917
59.62000920192092;43.60269329692724;62.92195940460095;43.97795940460072
60.51050675812558;47.82281985722828;69.01191880920162;55.48029228687422
88.47010182254785;35.900910884512165;90.66349120433031;38.56558592692832
58.47169504015495;47.33422931822068;65.62814614343712;50.06653315290933
83.18785667842477;30.14052778203796;85.25028633288228;33.829412719891735
73.7242814104153;73.7242814104153;62.24437347767257;77.80737212449253
77.5711994993973;41.68004749221347;81.86734506089304;42.625558863328834
77.04489619047351;30.351019711398656;82.54389174560215;39.24178619756429
81.71531263568977;30.35140183611334;82.54493098782143;31.12322598105557
58.4735468753106;44.55127380976046;65.63022462787552;52.774105548037895
76.58687562863851;46.61809820873648;78.48565087956669;47.36173207036538
70.7291683007612;41.794508541358894;75.77738565629218;44.65415967523681
72.94008311137357;45.15338478323125;81.86734506089304;50.06791880920158
62.88332487091913;62.88332487091913;71.71810554803805;66.30642489851151
73.56282881943616;45.08689508288023;83.8980243572395;49.39171853856568
80.17520306456068;36.90604585511523;89.98798376184018;40.59557239512857
46.416248176769;46.416248176769;52.09721244925568;52.09651962110959
62.18484008479665;62.18484008479665;49.3910257104195;65.6288389715832
69.3232815053676;42.196780046745495;71.04197456021652;49.39144140730718
82.05752001477309;37.96691224564128;86.60213261163715;39.24178619756429
85.1702197577775;34.56182830750391;87.28179702300426;35.85939918809207
85.7317373288677;33.06795582684897;86.60213261163746;36.53559945872797
74.51996304703619;42.90543326950569;79.8387442489852;54.127891745602255
29.48997515243168;28.609677386687448;31.12322598105557;30.4466100135318
68.71975079161083;47.99474658461709;77.13047902571054;49.39033288227336
58.97995030486318;52.81786594465359;62.24645196211095;53.451691474966125
77.16041543113658;44.09166596064947;86.60421109607587;50.06722598105547
76.77814374543115;39.51816222191309;79.83874424898511;42.62555886332891
