rect_x (nm);rect_y (nm);span_x (nm);span_y (nm)
80.5726080385155;45.69789709647147;85.03498137600005;46.69922303999991
82.97776051727708;57.72365949027972;85.03498137599998;62.032955391999984
89.6978221919598;32.0349364971285;90.60848332799992;38.33575833600006
93.1509668414606;50.27195035888349;104.551873536;54.36608921599993
90.45984140594028;34.08631705151374;92.70256128;34.84991078399999
78.16548730030983;46.8992923801859;85.03284019200007;49.48704460800004
80.57057921724244;43.29165450478698;85.03284019200007;48.79044607999998
91.13668040736646;42.16771780042328;96.18412646399996;45.3045985279999
89.00893138655333;44.50446569327666;89.91259852799996;48.79044607999998
83.65681002546349;48.4967014640368;85.73086617599999;81.5494193152
83.78486801298273;36.96391235866886;87.12477695999992;43.9109732352
82.5527376010271;49.28521647822514;87.12477695999992;54.36608921599999
83.90284245596585;48.50633079485525;92.70042009600004;54.36608921599993
86.78170956153092;53.18878973126087;98.97408921599992;57.15405352959999
82.5527376010271;40.66030359453574;87.12477695999992;43.2139464704
93.8592677130765;46.249494235429005;96.18626764799994;53.669490688000025
85.38200456860311;50.38937974540512;98.9740892160001;57.15391078400006
87.73779310050871;36.87530434659062;89.91302676479998;39.03092940799985
89.69782219195987;44.848911095979936;90.60848332800002;46.002624512
62.09979669536701;53.22839716745743;62.73026764799996;54.36608921599993
80.5726080385155;46.900473335852304;85.03498137600005;48.79044608000013
86.46581906122331;52.133802669267006;89.91259852800006;57.15391078399998
86.46581906122331;48.31913418127186;89.91259852800006;51.578267648000015
86.93801964230046;48.43689665785311;87.8206617599999;49.487044608
91.15810112630028;48.260171184511904;94.79192862719998;51.578267648000114
78.42296591650219;48.43771424254548;81.5491338240003;51.57826764799995
90.47934231489332;45.91489012994585;95.49038284799998;51.57684019200007
95.63478913615393;51.6124258830037;107.33969510399996;59.94173235200002
84.57423089277776;49.97568189118685;90.61062451199992;56.45588479999997
85.19466866281282;38.146866565438586;89.91302676480001;40.425553919999935
86.93801964230062;40.985066402798864;87.82066176000004;51.57826764799995
89.81803742261756;39.62560474527246;93.39844607999996;41.12357990400013
87.17642128234276;48.14220279771168;92.00453529599974;53.66949068799994
64.85959924502643;22.237576884009066;65.51808921600008;30.66889216000012
